Game,Fg_new,Fg,Fg_delta,Fc,Q_new,Q,Q_delta,Ug_new,Ug,Ug_delta,Uc_new,Uc,Uc_delta,Cg_new,Cg,Cg_delta,Cc_new,Cc,Cc_delta
Bike Rider,350,177,173,1800,60.049917,40.915141,19.134776,88.996672,100,-11.003328,44.700499,29.560732,15.139767,57.36433738,32.59668508,24.7676523,40.2304491,26.6046588,13.6257903
Bike Rider,350,177,173,1900,60.016639,38.319468,21.697171,95.552413,100,-4.447587,44.56406,27.434276,17.129784,61.58995313,32.59668508,28.99326805,42.335857,26.0625622,16.2732948
Bike Rider,350,177,173,2000,60.016639,38.366667,21.649972,96.09817,100,-3.90183,42.965058,26.291667,16.673391,61.9417302,32.59668508,29.34504512,42.965058,26.291667,16.673391
Bike Rider,420,177,243,1200,60.066667,40.382696,19.683971,80.625,100,-19.375,58.873333,39.0599,19.813433,62.36187845,32.59668508,29.76519337,35.3239998,23.43594,11.8880598
Bike Rider,420,177,243,1300,60.05,40.565724,19.484276,80.74,100,-19.26,55.178333,35.996672,19.181661,62.45082873,32.59668508,29.85414365,35.86591645,23.3978368,12.46807965
Bike Rider,420,177,243,1400,60.066667,40.599002,19.467665,80.771667,100,-19.228333,53.066667,34.595674,18.470993,62.47532254,32.59668508,29.87863746,37.1466669,24.2169718,12.9296951
Bike Rider,420,177,243,1500,60.066556,40.732113,19.334443,81.12812,100,-18.87188,50.678869,33.083195,17.595674,62.75103204,32.59668508,30.15434696,38.00915175,24.81239625,13.1967555
Bike Rider,420,177,243,1600,60.049917,40.78203,19.267887,81.118136,100,-18.881864,48.603993,31.690516,16.913477,62.74330961,32.59668508,30.14662453,38.8831944,25.3524128,13.5307816
Bike Rider,420,177,243,1700,60.049917,40.8,19.249917,81.515807,100,-18.484193,46.514143,30.24,16.274143,63.05090044,32.59668508,30.45421536,39.53702155,25.704,13.83302155
Bike Rider,420,177,243,1800,60.049917,40.915141,19.134776,81.795341,100,-18.204659,45.650582,29.560732,16.08985,63.26711459,32.59668508,30.6704295,41.0855238,26.6046588,14.480865
Bike Rider,420,177,243,1900,59.933333,38.319468,21.613865,87.801667,100,-12.198333,45.188333,27.434276,17.754057,67.9128916,32.59668508,35.31620652,42.92891635,26.0625622,16.86635415
Bike Rider,420,177,243,2000,59.8,38.366667,21.433333,87.436667,100,-12.563333,43.805,26.291667,17.513333,67.63057116,32.59668508,35.03388608,43.805,26.291667,17.513333
Bike Rider,480,177,303,1200,60.066556,40.382696,19.68386,75.186356,100,-24.813644,58.981697,39.0599,19.921797,66.46307713,32.59668508,33.86639204,35.3890182,23.43594,11.9530782
Bike Rider,480,177,303,1300,60.066667,40.565724,19.500943,74.935,100,-25.065,55.673333,35.996672,19.676661,66.24088398,32.59668508,33.6441989,36.18766645,23.3978368,12.78982965
Bike Rider,480,177,303,1400,60.05,40.599002,19.450998,75.01,100,-24.99,53.466667,34.595674,18.870993,66.30718232,32.59668508,33.71049724,37.4266669,24.2169718,13.2096951
Bike Rider,480,177,303,1500,60.066556,40.732113,19.334443,75.332779,100,-24.667221,51.259567,33.083195,18.176372,66.59251182,32.59668508,33.99582674,38.44467525,24.81239625,13.632279
Bike Rider,480,177,303,1600,60.049917,40.78203,19.267887,76.427621,100,-23.572379,49.810316,31.690516,18.1198,67.56032796,32.59668508,34.96364287,39.8482528,25.3524128,14.49584
Bike Rider,480,177,303,1700,60.05,40.8,19.25,75.883333,100,-24.116667,47.261667,30.24,17.021667,67.07918939,32.59668508,34.48250431,40.17241695,25.704,14.46841695
Bike Rider,480,177,303,1800,60.066556,40.915141,19.151415,75.950083,100,-24.049917,46.775374,29.560732,17.214642,67.13819492,32.59668508,34.54150983,42.0978366,26.6046588,15.4931778
Bike Rider,480,177,303,1900,59.650582,38.319468,21.331114,82.946755,100,-17.053245,45.574043,27.434276,18.139767,73.32309834,32.59668508,40.72641326,43.29534085,26.0625622,17.23277865
Bike Rider,480,177,303,2000,59.75,38.366667,21.383333,83.151667,100,-16.848333,44.44,26.291667,18.148333,73.50423602,32.59668508,40.90755094,44.44,26.291667,18.148333
Bike Rider,543,177,366,1200,60.066667,40.382696,19.683971,70.813333,100,-29.186667,59.32,39.0599,20.2601,70.813333,32.59668508,38.21664792,35.592,23.43594,12.15606
Bike Rider,543,177,366,1300,60.066556,40.565724,19.500832,71.048253,100,-28.951747,56.101498,35.996672,20.104826,71.048253,32.59668508,38.45156792,36.4659737,23.3978368,13.0681369
Bike Rider,543,177,366,1400,60.066556,40.599002,19.467554,72.379368,100,-27.620632,54.003328,34.595674,19.407654,72.379368,32.59668508,39.78268292,37.8023296,24.2169718,13.5853578
Bike Rider,543,177,366,1500,60.066556,40.732113,19.334443,71.638935,100,-28.361065,51.677205,33.083195,18.59401,71.638935,32.59668508,39.04224992,38.75790375,24.81239625,13.9455075
Bike Rider,543,177,366,1600,60.05,40.78203,19.26797,72.356667,100,-27.643333,50.04,31.690516,18.349484,72.356667,32.59668508,39.75998192,40.032,25.3524128,14.6795872
Bike Rider,543,177,366,1700,60.05,40.8,19.25,71.478333,100,-28.521667,47.853333,30.24,17.613333,71.478333,32.59668508,38.88164792,40.67533305,25.704,14.97133305
Bike Rider,543,177,366,1800,60.066556,40.915141,19.151415,71.868552,100,-28.131448,46.797005,29.560732,17.236273,71.868552,32.59668508,39.27186692,42.1173045,26.6046588,15.5126457
Bike Rider,543,177,366,1900,59.4,38.319468,21.080532,79.126667,100,-20.873333,46.168333,27.434276,18.734057,79.126667,32.59668508,46.52998192,43.85991635,26.0625622,17.79735415
Bike Rider,543,177,366,2000,59.333333,38.366667,20.966666,78.456667,100,-21.543333,44.781667,26.291667,18.49,78.456667,32.59668508,45.85998192,44.781667,26.291667,18.49
Bike Rider,350,266,84,1200,60.066667,60.066667,0,88.253333,99.983333,-11.73,57.831667,57.008333,0.823334,56.88520543,48.97894397,7.906261459,34.6990002,34.2049998,0.4940004
Bike Rider,350,266,84,1300,60.066667,59.700499,0.366168,88.453333,99.870216,-11.416883,54.218333,53.206323,1.01201,57.01411888,48.92353123,8.09058765,35.24191645,34.58410995,0.6578065
Bike Rider,350,266,84,1400,60.049917,59.716667,0.33325,88.603993,99.911667,-11.307674,52.427621,51.021667,1.405954,57.11122937,48.94383687,8.167392501,36.6993347,35.7151669,0.9841678
Bike Rider,350,266,84,1500,60.05,59.216667,0.833333,88.49,99.921667,-11.431667,49.863333,48.433333,1.43,57.03775322,48.94873558,8.089017639,37.39749975,36.32499975,1.0725
Bike Rider,350,266,84,1600,60.05,58.566667,1.483333,88.843333,99.89,-11.046667,48.328333,45.433333,2.895,57.26550009,48.93322284,8.332277256,38.6626664,36.3466664,2.316
Bike Rider,350,266,84,1700,60.066556,58.683333,1.383223,88.958403,99.926667,-10.968264,46.091514,43.283333,2.808181,57.33967044,48.95118494,8.388485503,39.1777869,36.79083305,2.38695385
Bike Rider,350,266,84,1800,60.049917,59.417637,0.63228,88.996672,99.936772,-10.9401,44.700499,43.567388,1.133111,57.36433738,48.95613509,8.408202298,40.2304491,39.2106492,1.0197999
Bike Rider,350,266,84,1900,60.016639,54.159734,5.856905,95.552413,99.515807,-3.963394,44.56406,38.870216,5.693844,61.58995313,48.7499165,12.84003663,42.335857,36.9267052,5.4091518
Bike Rider,350,266,84,2000,60.016639,54.409318,5.607321,96.09817,99.758735,-3.660565,42.965058,37.327787,5.637271,61.9417302,48.86891991,13.07281029,42.965058,37.327787,5.637271
Bike Rider,420,266,154,1200,60.066667,60.066667,0,80.625,99.983333,-19.358333,58.873333,57.008333,1.865,62.36187845,48.97894397,13.38293448,35.3239998,34.2049998,1.119
Bike Rider,420,266,154,1300,60.05,59.700499,0.349501,80.74,99.870216,-19.130216,55.178333,53.206323,1.97201,62.45082873,48.92353123,13.5272975,35.86591645,34.58410995,1.2818065
Bike Rider,420,266,154,1400,60.066667,59.716667,0.35,80.771667,99.911667,-19.14,53.066667,51.021667,2.045,62.47532254,48.94383687,13.53148567,37.1466669,35.7151669,1.4315
Bike Rider,420,266,154,1500,60.066556,59.216667,0.849889,81.12812,99.921667,-18.793547,50.678869,48.433333,2.245536,62.75103204,48.94873558,13.80229646,38.00915175,36.32499975,1.684152
Bike Rider,420,266,154,1600,60.049917,58.566667,1.48325,81.118136,99.89,-18.771864,48.603993,45.433333,3.17066,62.74330961,48.93322284,13.81008678,38.8831944,36.3466664,2.536528
Bike Rider,420,266,154,1700,60.049917,58.683333,1.366584,81.515807,99.926667,-18.41086,46.514143,43.283333,3.23081,63.05090044,48.95118494,14.0997155,39.53702155,36.79083305,2.7461885
Bike Rider,420,266,154,1800,60.049917,59.417637,0.63228,81.795341,99.936772,-18.141431,45.650582,43.567388,2.083194,63.26711459,48.95613509,14.3109795,41.0855238,39.2106492,1.8748746
Bike Rider,420,266,154,1900,59.933333,54.159734,5.773599,87.801667,99.515807,-11.71414,45.188333,38.870216,6.318117,67.9128916,48.7499165,19.1629751,42.92891635,36.9267052,6.00221115
Bike Rider,420,266,154,2000,59.8,54.409318,5.390682,87.436667,99.758735,-12.322068,43.805,37.327787,6.477213,67.63057116,48.86891991,18.76165125,43.805,37.327787,6.477213
Bike Rider,480,266,214,1200,60.066556,60.066667,-0.000111,75.186356,99.983333,-24.796977,58.981697,57.008333,1.973364,66.46307713,48.97894397,17.48413315,35.3890182,34.2049998,1.1840184
Bike Rider,480,266,214,1300,60.066667,59.700499,0.366168,74.935,99.870216,-24.935216,55.673333,53.206323,2.46701,66.24088398,48.92353123,17.31735275,36.18766645,34.58410995,1.6035565
Bike Rider,480,266,214,1400,60.05,59.716667,0.333333,75.01,99.911667,-24.901667,53.466667,51.021667,2.445,66.30718232,48.94383687,17.36334545,37.4266669,35.7151669,1.7115
Bike Rider,480,266,214,1500,60.066556,59.216667,0.849889,75.332779,99.921667,-24.588888,51.259567,48.433333,2.826234,66.59251182,48.94873558,17.64377624,38.44467525,36.32499975,2.1196755
Bike Rider,480,266,214,1600,60.049917,58.566667,1.48325,76.427621,99.89,-23.462379,49.810316,45.433333,4.376983,67.56032796,48.93322284,18.62710512,39.8482528,36.3466664,3.5015864
Bike Rider,480,266,214,1700,60.05,58.683333,1.366667,75.883333,99.926667,-24.043334,47.261667,43.283333,3.978334,67.07918939,48.95118494,18.12800445,40.17241695,36.79083305,3.3815839
Bike Rider,480,266,214,1800,60.066556,59.417637,0.648919,75.950083,99.936772,-23.986689,46.775374,43.567388,3.207986,67.13819492,48.95613509,18.18205983,42.0978366,39.2106492,2.8871874
Bike Rider,480,266,214,1900,59.650582,54.159734,5.490848,82.946755,99.515807,-16.569052,45.574043,38.870216,6.703827,73.32309834,48.7499165,24.57318184,43.29534085,36.9267052,6.36863565
Bike Rider,480,266,214,2000,59.75,54.409318,5.340682,83.151667,99.758735,-16.607068,44.44,37.327787,7.112213,73.50423602,48.86891991,24.63531611,44.44,37.327787,7.112213
Bike Rider,543,266,277,1200,60.066667,60.066667,0,70.813333,99.983333,-29.17,59.32,57.008333,2.311667,70.813333,48.97894397,21.83438903,35.592,34.2049998,1.3870002
Bike Rider,543,266,277,1300,60.066556,59.700499,0.366057,71.048253,99.870216,-28.821963,56.101498,53.206323,2.895175,71.048253,48.92353123,22.12472177,36.4659737,34.58410995,1.88186375
Bike Rider,543,266,277,1400,60.066556,59.716667,0.349889,72.379368,99.911667,-27.532299,54.003328,51.021667,2.981661,72.379368,48.94383687,23.43553113,37.8023296,35.7151669,2.0871627
Bike Rider,543,266,277,1500,60.066556,59.216667,0.849889,71.638935,99.921667,-28.282732,51.677205,48.433333,3.243872,71.638935,48.94873558,22.69019942,38.75790375,36.32499975,2.432904
Bike Rider,543,266,277,1600,60.05,58.566667,1.483333,72.356667,99.89,-27.533333,50.04,45.433333,4.606667,72.356667,48.93322284,23.42344416,40.032,36.3466664,3.6853336
Bike Rider,543,266,277,1700,60.05,58.683333,1.366667,71.478333,99.926667,-28.448334,47.853333,43.283333,4.57,71.478333,48.95118494,22.52714806,40.67533305,36.79083305,3.8845
Bike Rider,543,266,277,1800,60.066556,59.417637,0.648919,71.868552,99.936772,-28.06822,46.797005,43.567388,3.229617,71.868552,48.95613509,22.91241691,42.1173045,39.2106492,2.9066553
Bike Rider,543,266,277,1900,59.4,54.159734,5.240266,79.126667,99.515807,-20.38914,46.168333,38.870216,7.298117,79.126667,48.7499165,30.3767505,43.85991635,36.9267052,6.93321115
Bike Rider,543,266,277,2000,59.333333,54.409318,4.924015,78.456667,99.758735,-21.302068,44.781667,37.327787,7.45388,78.456667,48.86891991,29.58774709,44.781667,37.327787,7.45388
Bike Rider,420,350,70,1200,60.066667,60.066667,0,80.625,88.253333,-7.628333,58.873333,57.831667,1.041666,62.36187845,56.88520543,5.47667302,35.3239998,34.6990002,0.6249996
Bike Rider,420,350,70,1300,60.05,60.066667,-0.016667,80.74,88.453333,-7.713333,55.178333,54.218333,0.96,62.45082873,57.01411888,5.436709853,35.86591645,35.24191645,0.624
Bike Rider,420,350,70,1400,60.066667,60.049917,0.01675,80.771667,88.603993,-7.832326,53.066667,52.427621,0.639046,62.47532254,57.11122937,5.364093168,37.1466669,36.6993347,0.4473322
Bike Rider,420,350,70,1500,60.066556,60.05,0.016556,81.12812,88.49,-7.36188,50.678869,49.863333,0.815536,62.75103204,57.03775322,5.713278821,38.00915175,37.39749975,0.611652
Bike Rider,420,350,70,1600,60.049917,60.05,-0.000083,81.118136,88.843333,-7.725197,48.603993,48.328333,0.27566,62.74330961,57.26550009,5.477809521,38.8831944,38.6626664,0.220528
Bike Rider,420,350,70,1700,60.049917,60.066556,-0.016639,81.515807,88.958403,-7.442596,46.514143,46.091514,0.422629,63.05090044,57.33967044,5.71123,39.53702155,39.1777869,0.35923465
Bike Rider,420,350,70,1800,60.049917,60.049917,0,81.795341,88.996672,-7.201331,45.650582,44.700499,0.950083,63.26711459,57.36433738,5.902777201,41.0855238,40.2304491,0.8550747
Bike Rider,420,350,70,1900,59.933333,60.016639,-0.083306,87.801667,95.552413,-7.750746,45.188333,44.56406,0.624273,67.9128916,61.58995313,6.322938471,42.92891635,42.335857,0.59305935
Bike Rider,420,350,70,2000,59.8,60.016639,-0.216639,87.436667,96.09817,-8.661503,43.805,42.965058,0.839942,67.63057116,61.9417302,5.688840958,43.805,42.965058,0.839942
Bike Rider,480,350,130,1200,60.066556,60.066667,-0.000111,75.186356,88.253333,-13.066977,58.981697,57.831667,1.15003,66.46307713,56.88520543,9.577871694,35.3890182,34.6990002,0.690018
Bike Rider,480,350,130,1300,60.066667,60.066667,0,74.935,88.453333,-13.518333,55.673333,54.218333,1.455,66.24088398,57.01411888,9.226765101,36.18766645,35.24191645,0.94575
Bike Rider,480,350,130,1400,60.05,60.049917,0.000083,75.01,88.603993,-13.593993,53.466667,52.427621,1.039046,66.30718232,57.11122937,9.195952947,37.4266669,36.6993347,0.7273322
Bike Rider,480,350,130,1500,60.066556,60.05,0.016556,75.332779,88.49,-13.157221,51.259567,49.863333,1.396234,66.59251182,57.03775322,9.5547586,38.44467525,37.39749975,1.0471755
Bike Rider,480,350,130,1600,60.049917,60.05,-0.000083,76.427621,88.843333,-12.415712,49.810316,48.328333,1.481983,67.56032796,57.26550009,10.29482786,39.8482528,38.6626664,1.1855864
Bike Rider,480,350,130,1700,60.05,60.066556,-0.016556,75.883333,88.958403,-13.07507,47.261667,46.091514,1.170153,67.07918939,57.33967044,9.73951895,40.17241695,39.1777869,0.99463005
Bike Rider,480,350,130,1800,60.066556,60.049917,0.016639,75.950083,88.996672,-13.046589,46.775374,44.700499,2.074875,67.13819492,57.36433738,9.773857532,42.0978366,40.2304491,1.8673875
Bike Rider,480,350,130,1900,59.650582,60.016639,-0.366057,82.946755,95.552413,-12.605658,45.574043,44.56406,1.009983,73.32309834,61.58995313,11.73314521,43.29534085,42.335857,0.95948385
Bike Rider,480,350,130,2000,59.75,60.016639,-0.266639,83.151667,96.09817,-12.946503,44.44,42.965058,1.474942,73.50423602,61.9417302,11.56250582,44.44,42.965058,1.474942
Bike Rider,543,350,193,1200,60.066667,60.066667,0,70.813333,88.253333,-17.44,59.32,57.831667,1.488333,70.813333,56.88520543,13.92812757,35.592,34.6990002,0.8929998
Bike Rider,543,350,193,1300,60.066556,60.066667,-0.000111,71.048253,88.453333,-17.40508,56.101498,54.218333,1.883165,71.048253,57.01411888,14.03413412,36.4659737,35.24191645,1.22405725
Bike Rider,543,350,193,1400,60.066556,60.049917,0.016639,72.379368,88.603993,-16.224625,54.003328,52.427621,1.575707,72.379368,57.11122937,15.26813863,37.8023296,36.6993347,1.1029949
Bike Rider,543,350,193,1500,60.066556,60.05,0.016556,71.638935,88.49,-16.851065,51.677205,49.863333,1.813872,71.638935,57.03775322,14.60118178,38.75790375,37.39749975,1.360404
Bike Rider,543,350,193,1600,60.05,60.05,0,72.356667,88.843333,-16.486666,50.04,48.328333,1.711667,72.356667,57.26550009,15.09116691,40.032,38.6626664,1.3693336
Bike Rider,543,350,193,1700,60.05,60.066556,-0.016556,71.478333,88.958403,-17.48007,47.853333,46.091514,1.761819,71.478333,57.33967044,14.13866256,40.67533305,39.1777869,1.49754615
Bike Rider,543,350,193,1800,60.066556,60.049917,0.016639,71.868552,88.996672,-17.12812,46.797005,44.700499,2.096506,71.868552,57.36433738,14.50421462,42.1173045,40.2304491,1.8868554
Bike Rider,543,350,193,1900,59.4,60.016639,-0.616639,79.126667,95.552413,-16.425746,46.168333,44.56406,1.604273,79.126667,61.58995313,17.53671387,43.85991635,42.335857,1.52405935
Bike Rider,543,350,193,2000,59.333333,60.016639,-0.683306,78.456667,96.09817,-17.641503,44.781667,42.965058,1.816609,78.456667,61.9417302,16.5149368,44.781667,42.965058,1.816609
Bike Rider,480,420,60,1200,60.066556,60.066667,-0.000111,75.186356,80.625,-5.438644,58.981697,58.873333,0.108364,66.46307713,62.36187845,4.101198674,35.3890182,35.3239998,0.0650184
Bike Rider,480,420,60,1300,60.066667,60.05,0.016667,74.935,80.74,-5.805,55.673333,55.178333,0.495,66.24088398,62.45082873,3.790055249,36.18766645,35.86591645,0.32175
Bike Rider,480,420,60,1400,60.05,60.066667,-0.016667,75.01,80.771667,-5.761667,53.466667,53.066667,0.4,66.30718232,62.47532254,3.831859779,37.4266669,37.1466669,0.28
Bike Rider,480,420,60,1500,60.066556,60.066556,0,75.332779,81.12812,-5.795341,51.259567,50.678869,0.580698,66.59251182,62.75103204,3.841479779,38.44467525,38.00915175,0.4355235
Bike Rider,480,420,60,1600,60.049917,60.049917,0,76.427621,81.118136,-4.690515,49.810316,48.603993,1.206323,67.56032796,62.74330961,4.817018343,39.8482528,38.8831944,0.9650584
Bike Rider,480,420,60,1700,60.05,60.049917,0.000083,75.883333,81.515807,-5.632474,47.261667,46.514143,0.747524,67.07918939,63.05090044,4.02828895,40.17241695,39.53702155,0.6353954
Bike Rider,480,420,60,1800,60.066556,60.049917,0.016639,75.950083,81.795341,-5.845258,46.775374,45.650582,1.124792,67.13819492,63.26711459,3.871080331,42.0978366,41.0855238,1.0123128
Bike Rider,480,420,60,1900,59.650582,59.933333,-0.282751,82.946755,87.801667,-4.854912,45.574043,45.188333,0.38571,73.32309834,67.9128916,5.41020674,43.29534085,42.92891635,0.3664245
Bike Rider,480,420,60,2000,59.75,59.8,-0.05,83.151667,87.436667,-4.285,44.44,43.805,0.635,73.50423602,67.63057116,5.873664862,44.44,43.805,0.635
Bike Rider,543,420,123,1200,60.066667,60.066667,0,70.813333,80.625,-9.811667,59.32,58.873333,0.446667,70.813333,62.36187845,8.451454547,35.592,35.3239998,0.2680002
Bike Rider,543,420,123,1300,60.066556,60.05,0.016556,71.048253,80.74,-9.691747,56.101498,55.178333,0.923165,71.048253,62.45082873,8.597424271,36.4659737,35.86591645,0.60005725
Bike Rider,543,420,123,1400,60.066556,60.066667,-0.000111,72.379368,80.771667,-8.392299,54.003328,53.066667,0.936661,72.379368,62.47532254,9.904045459,37.8023296,37.1466669,0.6556627
Bike Rider,543,420,123,1500,60.066556,60.066556,0,71.638935,81.12812,-9.489185,51.677205,50.678869,0.998336,71.638935,62.75103204,8.887902956,38.75790375,38.00915175,0.748752
Bike Rider,543,420,123,1600,60.05,60.049917,0.000083,72.356667,81.118136,-8.761469,50.04,48.603993,1.436007,72.356667,62.74330961,9.613357387,40.032,38.8831944,1.1488056
Bike Rider,543,420,123,1700,60.05,60.049917,0.000083,71.478333,81.515807,-10.037474,47.853333,46.514143,1.33919,71.478333,63.05090044,8.427432558,40.67533305,39.53702155,1.1383115
Bike Rider,543,420,123,1800,60.066556,60.049917,0.016639,71.868552,81.795341,-9.926789,46.797005,45.650582,1.146423,71.868552,63.26711459,8.601437414,42.1173045,41.0855238,1.0317807
Bike Rider,543,420,123,1900,59.4,59.933333,-0.533333,79.126667,87.801667,-8.675,46.168333,45.188333,0.98,79.126667,67.9128916,11.2137754,43.85991635,42.92891635,0.931
Bike Rider,543,420,123,2000,59.333333,59.8,-0.466667,78.456667,87.436667,-8.98,44.781667,43.805,0.976667,78.456667,67.63057116,10.82609584,44.781667,43.805,0.976667
Bike Rider,543,480,63,1200,60.066667,60.066556,0.000111,70.813333,75.186356,-4.373023,59.32,58.981697,0.338303,70.813333,66.46307713,4.350255873,35.592,35.3890182,0.2029818
Bike Rider,543,480,63,1300,60.066556,60.066667,-0.000111,71.048253,74.935,-3.886747,56.101498,55.673333,0.428165,71.048253,66.24088398,4.807369022,36.4659737,36.18766645,0.27830725
Bike Rider,543,480,63,1400,60.066556,60.05,0.016556,72.379368,75.01,-2.630632,54.003328,53.466667,0.536661,72.379368,66.30718232,6.07218568,37.8023296,37.4266669,0.3756627
Bike Rider,543,480,63,1500,60.066556,60.066556,0,71.638935,75.332779,-3.693844,51.677205,51.259567,0.417638,71.638935,66.59251182,5.046423177,38.75790375,38.44467525,0.3132285
Bike Rider,543,480,63,1600,60.05,60.049917,0.000083,72.356667,76.427621,-4.070954,50.04,49.810316,0.229684,72.356667,67.56032796,4.796339044,40.032,39.8482528,0.1837472
